날짜,지점,강수량(mm),,,,,,,,,,,0
2021.2.16,115,0.3,,,,,,,,,,,
2021.2.17,115,5.2,,,,,,,,,,,
2021.2.18,115,7.5,,,,,,,,,,,
2021.2.19,115,,,,,,,,,,,,
2021.2.20,115,,,,,,,,,,,,
2021.2.21,115,,,,,,,,,,,,
2021.2.22,115,,,,,,,,,,,,
2021.2.23,115,6.6,,,,,,,,,,,
2021.2.24,115,,,,,,,,,,,,
2021.2.25,115,,,,,,,,,,,,
2021.2.26,115,,,,,,,,,,,,
2021.2.27,115,,,,,,,,,,,,
2021.2.28,115,0,,,,,,,,,,,
2021.3.1,115,28.9,,,,,,,,,,,
2021.3.2,115,9.3,,,,,,,,,,,
2021.3.3,115,,,,,,,,,,,,
2021.3.4,115,,,,,,,,,,,,
2021.3.5,115,0,,,,,,,,,,,
2021.3.6,115,,,,,,,,,,,,
2021.3.7,115,,,,,,,,,,,,
2021.3.8,115,,,,,,,,,,,,
2021.3.9,115,,,,,,,,,,,,
2021.3.10,115,,,,,,,,,,,,
2021.3.11,115,,,,,,,,,,,,
2021.3.12,115,0,,,,,,,,,,,
2021.3.13,115,,,,,,,,,,,,
2021.3.14,115,,,,,,,,,,,,
2021.3.15,115,,,,,,,,,,,,
2021.3.16,115,,,,,,,,,,,,
2021.3.17,115,,,,,,,,,,,,
2021.3.18,115,,,,,,,,,,,,
2021.3.19,115,,,,,,,,,,,,
2021.3.20,115,4.7,,,,,,,,,,,
2021.3.21,115,0,,,,,,,,,,,
2021.3.22,115,0.9,,,,,,,,,,,
2021.3.23,115,,,,,,,,,,,,
2021.3.24,115,,,,,,,,,,,,
2021.3.25,115,,,,,,,,,,,,
2021.3.26,115,,,,,,,,,,,,
2021.3.27,115,2.4,,,,,,,,,,,
2021.3.28,115,13.1,,,,,,,,,,,
2021.3.29,115,,,,,,,,,,,,
2021.3.30,115,,,,,,,,,,,,
2021.3.31,115,,,,,,,,,,,,
2021.4.1,115,,,,,,,,,,,,
2021.4.2,115,,,,,,,,,,,,
2021.4.3,115,33.7,,,,,,,,,,,
2021.4.4,115,28,,,,,,,,,,,
2021.4.5,115,,,,,,,,,,,,
2021.4.6,115,,,,,,,,,,,,
2021.4.7,115,,,,,,,,,,,,
2021.4.8,115,0,,,,,,,,,,,
2021.4.9,115,3,,,,,,,,,,,
2021.4.10,115,,,,,,,,,,,,
2021.4.11,115,,,,,,,,,,,,
2021.4.12,115,18.3,,,,,,,,,,,
2021.4.13,115,12.7,,,,,,,,,,,
2021.4.14,115,8.5,,,,,,,,,,,
2021.4.15,115,,,,,,,,,,,,
2021.4.16,115,0,,,,,,,,,,,
2021.4.17,115,4.5,,,,,,,,,,,
2021.4.18,115,8.5,,,,,,,,,,,
2021.4.19,115,,,,,,,,,,,,
2021.4.20,115,,,,,,,,,,,,
2021.4.21,115,,,,,,,,,,,,
2021.4.22,115,,,,,,,,,,,,
2021.4.23,115,,,,,,,,,,,,
2021.4.24,115,,,,,,,,,,,,
2021.4.25,115,0.1,,,,,,,,,,,
2021.4.26,115,,,,,,,,,,,,
2021.4.27,115,,,,,,,,,,,,
2021.4.28,115,,,,,,,,,,,,
2021.4.29,115,8.3,,,,,,,,,,,
2021.4.30,115,18.3,,,,,,,,,,,
2021.5.1,115,20.6,,,,,,,,,,,
2021.5.2,115,4.6,,,,,,,,,,,
2021.5.3,115,,,,,,,,,,,,
2021.5.4,115,3.4,,,,,,,,,,,
2021.5.5,115,0.7,,,,,,,,,,,
2021.5.6,115,,,,,,,,,,,,
2021.5.7,115,,,,,,,,,,,,
2021.5.8,115,,,,,,,,,,,,
2021.5.9,115,,,,,,,,,,,,
2021.5.10,115,,,,,,,,,,,,
2021.5.11,115,,,,,,,,,,,,
2021.5.12,115,,,,,,,,,,,,
2021.5.13,115,,,,,,,,,,,,
2021.5.14,115,,,,,,,,,,,,
2021.5.15,115,8.4,,,,,,,,,,,
2021.5.16,115,16.8,,,,,,,,,,,
2021.5.17,115,6.3,,,,,,,,,,,
2021.5.18,115,,,,,,,,,,,,
2021.5.19,115,,,,,,,,,,,,
2021.5.20,115,6.4,,,,,,,,,,,
2021.5.21,115,8.7,,,,,,,,,,,
2021.5.22,115,3.8,,,,,,,,,,,
2021.5.23,115,,,,,,,,,,,,
2021.5.24,115,0,,,,,,,,,,,
2021.5.25,115,1.8,,,,,,,,,,,
2021.5.26,115,,,,,,,,,,,,
2021.5.27,115,1.2,,,,,,,,,,,
2021.5.28,115,5.7,,,,,,,,,,,
2021.5.29,115,1.8,,,,,,,,,,,
2021.5.30,115,,,,,,,,,,,,
2021.5.31,115,2,,,,,,,,,,,
2021.6.1,115,0,,,,,,,,,,,
2021.6.2,115,,,,,,,,,,,,
2021.6.3,115,61.9,,,,,,,,,,,
2021.6.4,115,1.9,,,,,,,,,,,
2021.6.5,115,,,,,,,,,,,,
2021.6.6,115,,,,,,,,,,,,
2021.6.7,115,,,,,,,,,,,,
2021.6.8,115,,,,,,,,,,,,
2021.6.9,115,,,,,,,,,,,,
2021.6.10,115,,,,,,,,,,,,
2021.6.11,115,3.5,,,,,,,,,,,
2021.6.12,115,1.3,,,,,,,,,,,
2021.6.13,115,5,,,,,,,,,,,
2021.6.14,115,0.1,,,,,,,,,,,
2021.6.15,115,8.5,,,,,,,,,,,
2021.6.16,115,0.1,,,,,,,,,,,
2021.6.17,115,,,,,,,,,,,,
2021.6.18,115,0,,,,,,,,,,,
2021.6.19,115,,,,,,,,,,,,
2021.6.20,115,,,,,,,,,,,,
2021.6.21,115,,,,,,,,,,,,
2021.6.22,115,,,,,,,,,,,,
2021.6.23,115,,,,,,,,,,,,
2021.6.24,115,,,,,,,,,,,,
2021.6.25,115,,,,,,,,,,,,
2021.6.26,115,,,,,,,,,,,,
2021.6.27,115,0,,,,,,,,,,,
2021.6.28,115,,,,,,,,,,,,
2021.6.29,115,,,,,,,,,,,,
2021.6.30,115,0,,,,,,,,,,,
2021.7.1,115,,,,,,,,,,,,
2021.7.2,115,,,,,,,,,,,,
2021.7.3,115,14.8,,,,,,,,,,,
2021.7.4,115,44,,,,,,,,,,,
2021.7.5,115,,,,,,,,,,,,
2021.7.6,115,2.5,,,,,,,,,,,
2021.7.7,115,3.4,,,,,,,,,,,
2021.7.8,115,9.9,,,,,,,,,,,
2021.7.9,115,2,,,,,,,,,,,
2021.7.10,115,,,,,,,,,,,,
2021.7.11,115,,,,,,,,,,,,
2021.7.12,115,,,,,,,,,,,,
2021.7.13,115,,,,,,,,,,,,
2021.7.14,115,,,,,,,,,,,,
2021.7.15,115,,,,,,,,,,,,
2021.7.16,115,,,,,,,,,,,,
2021.7.17,115,,,,,,,,,,,,
2021.7.18,115,,,,,,,,,,,,
2021.7.19,115,,,,,,,,,,,,
2021.7.20,115,,,,,,,,,,,,
2021.7.21,115,,,,,,,,,,,,
2021.7.22,115,,,,,,,,,,,,
2021.7.23,115,,,,,,,,,,,,
2021.7.24,115,,,,,,,,,,,,
2021.7.25,115,,,,,,,,,,,,
2021.7.26,115,,,,,,,,,,,,
2021.7.27,115,,,,,,,,,,,,
2021.7.28,115,2.2,,,,,,,,,,,
2021.7.29,115,10.2,,,,,,,,,,,
2021.7.30,115,,,,,,,,,,,,
2021.7.31,115,,,,,,,,,,,,
2021.8.1,115,,,,,,,,,,,,
2021.8.2,115,0.9,,,,,,,,,,,
2021.8.3,115,,,,,,,,,,,,
2021.8.4,115,,,,,,,,,,,,
2021.8.5,115,,,,,,,,,,,,
2021.8.6,115,,,,,,,,,,,,
2021.8.7,115,2.1,,,,,,,,,,,
2021.8.8,115,44.6,,,,,,,,,,,
2021.8.9,115,72.7,,,,,,,,,,,
2021.8.10,115,2.3,,,,,,,,,,,
2021.8.11,115,6.5,,,,,,,,,,,
2021.8.12,115,1.4,,,,,,,,,,,
2021.8.13,115,3.6,,,,,,,,,,,
2021.8.14,115,0.3,,,,,,,,,,,
2021.8.15,115,6.9,,,,,,,,,,,
2021.8.16,115,0.7,,,,,,,,,,,
2021.8.17,115,7.6,,,,,,,,,,,
2021.8.18,115,2.7,,,,,,,,,,,
2021.8.19,115,39.3,,,,,,,,,,,
2021.8.20,115,0.9,,,,,,,,,,,
2021.8.21,115,6.7,,,,,,,,,,,
2021.8.22,115,,,,,,,,,,,,
2021.8.23,115,6.9,,,,,,,,,,,
2021.8.24,115,92.7,,,,,,,,,,,
2021.8.25,115,4.3,,,,,,,,,,,
2021.8.26,115,,,,,,,,,,,,
2021.8.27,115,1.3,,,,,,,,,,,
2021.8.28,115,,,,,,,,,,,,
2021.8.29,115,2.5,,,,,,,,,,,
2021.8.30,115,,,,,,,,,,,,
2021.8.31,115,5.3,,,,,,,,,,,
2021.9.1,115,80.6,,,,,,,,,,,
2021.9.2,115,,,,,,,,,,,,
2021.9.3,115,19.6,,,,,,,,,,,
2021.9.4,115,0,,,,,,,,,,,
2021.9.5,115,14.1,,,,,,,,,,,
2021.9.6,115,0,,,,,,,,,,,
2021.9.7,115,11.3,,,,,,,,,,,
2021.9.8,115,1.3,,,,,,,,,,,
2021.9.9,115,,,,,,,,,,,,
2021.9.10,115,,,,,,,,,,,,
2021.9.11,115,,,,,,,,,,,,
2021.9.12,115,,,,,,,,,,,,
2021.9.13,115,,,,,,,,,,,,
2021.9.14,115,,,,,,,,,,,,
2021.9.15,115,,,,,,,,,,,,
2021.9.16,115,,,,,,,,,,,,
2021.9.17,115,37,,,,,,,,,,,
2021.9.18,115,0,,,,,,,,,,,
2021.9.19,115,,,,,,,,,,,,
2021.9.20,115,,,,,,,,,,,,
2021.9.21,115,1.5,,,,,,,,,,,
2021.9.22,115,,,,,,,,,,,,
2021.9.23,115,,,,,,,,,,,,
2021.9.24,115,1.4,,,,,,,,,,,
2021.9.25,115,0,,,,,,,,,,,
2021.9.26,115,,,,,,,,,,,,
2021.9.27,115,0,,,,,,,,,,,
2021.9.28,115,,,,,,,,,,,,
2021.9.29,115,5,,,,,,,,,,,
2021.9.30,115,7.4,,,,,,,,,,,
2021.10.1,115,,,,,,,,,,,,
2021.10.2,115,0.5,,,,,,,,,,,
2021.10.3,115,,,,,,,,,,,,
2021.10.4,115,0,,,,,,,,,,,
2021.10.5,115,0,,,,,,,,,,,
2021.10.6,115,26.4,,,,,,,,,,,
2021.10.7,115,1.6,,,,,,,,,,,
2021.10.8,115,10.9,,,,,,,,,,,
2021.10.9,115,0.1,,,,,,,,,,,
2021.10.10,115,,,,,,,,,,,,
2021.10.11,115,21.3,,,,,,,,,,,
2021.10.12,115,1.5,,,,,,,,,,,
2021.10.13,115,0,,,,,,,,,,,
2021.10.14,115,,,,,,,,,,,,
2021.10.15,115,14.2,,,,,,,,,,,
2021.10.16,115,28.3,,,,,,,,,,,
2021.10.17,115,29.2,,,,,,,,,,,
2021.10.18,115,,,,,,,,,,,,
2021.10.19,115,13.2,,,,,,,,,,,
2021.10.20,115,0,,,,,,,,,,,
2021.10.21,115,1.5,,,,,,,,,,,
2021.10.22,115,43.1,,,,,,,,,,,
2021.10.23,115,,,,,,,,,,,,
2021.10.24,115,0,,,,,,,,,,,
2021.10.25,115,,,,,,,,,,,,
2021.10.26,115,,,,,,,,,,,,
2021.10.27,115,,,,,,,,,,,,
2021.10.28,115,,,,,,,,,,,,
2021.10.29,115,,,,,,,,,,,,
2021.10.30,115,,,,,,,,,,,,
2021.10.31,115,,,,,,,,,,,,
2021.11.1,115,,,,,,,,,,,,
2021.11.2,115,2.2,,,,,,,,,,,
2021.11.3,115,,,,,,,,,,,,
2021.11.4,115,2.5,,,,,,,,,,,
2021.11.5,115,,,,,,,,,,,,
2021.11.6,115,,,,,,,,,,,,
2021.11.7,115,,,,,,,,,,,,
2021.11.8,115,4.3,,,,,,,,,,,
2021.11.9,115,5,,,,,,,,,,,
2021.11.10,115,4,,,,,,,,,,,
2021.11.11,115,0,,,,,,,,,,,
2021.11.12,115,0,,,,,,,,,,,
2021.11.13,115,,,,,,,,,,,,
2021.11.14,115,,,,,,,,,,,,
2021.11.15,115,,,,,,,,,,,,
2021.11.16,115,,,,,,,,,,,,
2021.11.17,115,,,,,,,,,,,,
2021.11.18,115,,,,,,,,,,,,
2021.11.19,115,0,,,,,,,,,,,
2021.11.20,115,9.8,,,,,,,,,,,
2021.11.21,115,0.5,,,,,,,,,,,
2021.11.22,115,1.5,,,,,,,,,,,
2021.11.23,115,,,,,,,,,,,,
2021.11.24,115,0.2,,,,,,,,,,,
2021.11.25,115,0,,,,,,,,,,,
2021.11.26,115,0,,,,,,,,,,,
2021.11.27,115,0,,,,,,,,,,,
2021.11.28,115,,,,,,,,,,,,
2021.11.29,115,,,,,,,,,,,,
2021.11.30,115,8.3,,,,,,,,,,,
2021.12.1,115,3.4,,,,,,,,,,,
2021.12.2,115,0,,,,,,,,,,,
2021.12.3,115,0,,,,,,,,,,,
2021.12.4,115,1.5,,,,,,,,,,,
2021.12.5,115,0,,,,,,,,,,,
2021.12.6,115,0.8,,,,,,,,,,,
2021.12.7,115,0.6,,,,,,,,,,,
2021.12.8,115,,,,,,,,,,,,
2021.12.9,115,,,,,,,,,,,,
2021.12.10,115,0.7,,,,,,,,,,,
2021.12.11,115,0,,,,,,,,,,,
2021.12.12,115,0,,,,,,,,,,,
2021.12.13,115,0,,,,,,,,,,,
2021.12.14,115,,,,,,,,,,,,
2021.12.15,115,1.4,,,,,,,,,,,
2021.12.16,115,,,,,,,,,,,,
2021.12.17,115,14.4,,,,,,,,,,,
2021.12.18,115,7.9,,,,,,,,,,,
2021.12.19,115,0.8,,,,,,,,,,,
2021.12.20,115,,,,,,,,,,,,
2021.12.21,115,,,,,,,,,,,,
2021.12.22,115,9.5,,,,,,,,,,,
2021.12.23,115,5,,,,,,,,,,,
2021.12.24,115,28.3,,,,,,,,,,,
2021.12.25,115,21.5,,,,,,,,,,,
2021.12.26,115,29,,,,,,,,,,,
2021.12.27,115,4,,,,,,,,,,,
2021.12.28,115,0.3,,,,,,,,,,,
2021.12.29,115,0.3,,,,,,,,,,,
2021.12.30,115,21.1,,,,,,,,,,,
2021.12.31,115,13.8,,,,,,,,,,,
2022.1.1,115,0.1,,,,,,,,,,,
2022.1.2,115,0,,,,,,,,,,,
2022.1.3,115,,,,,,,,,,,,
2022.1.4,115,1.1,,,,,,,,,,,
2022.1.5,115,1.7,,,,,,,,,,,
2022.1.6,115,5,,,,,,,,,,,
2022.1.7,115,,,,,,,,,,,,
2022.1.8,115,,,,,,,,,,,,
2022.1.9,115,2.2,,,,,,,,,,,
2022.1.10,115,2.7,,,,,,,,,,,
2022.1.11,115,9.8,,,,,,,,,,,
2022.1.12,115,4.2,,,,,,,,,,,
2022.1.13,115,2.4,,,,,,,,,,,
2022.1.14,115,1.8,,,,,,,,,,,
2022.1.15,115,,,,,,,,,,,,
2022.1.16,115,0,,,,,,,,,,,
2022.1.17,115,0.7,,,,,,,,,,,
2022.1.18,115,2.6,,,,,,,,,,,
2022.1.19,115,7.6,,,,,,,,,,,
2022.1.20,115,0.5,,,,,,,,,,,
2022.1.21,115,0.2,,,,,,,,,,,
2022.1.22,115,,,,,,,,,,,,
2022.1.23,115,0.7,,,,,,,,,,,
2022.1.24,115,,,,,,,,,,,,
2022.1.25,115,3.5,,,,,,,,,,,
2022.1.26,115,0.3,,,,,,,,,,,
2022.1.27,115,0.3,,,,,,,,,,,
2022.1.28,115,5,,,,,,,,,,,
2022.1.29,115,,,,,,,,,,,,
2022.1.30,115,0.6,,,,,,,,,,,
2022.1.31,115,0.4,,,,,,,,,,,
2022.2.1,115,5.8,,,,,,,,,,,
2022.2.2,115,,,,,,,,,,,,
2022.2.3,115,0.1,,,,,,,,,,,
2022.2.4,115,0,,,,,,,,,,,
2022.2.5,115,2,,,,,,,,,,,
2022.2.6,115,1.4,,,,,,,,,,,
2022.2.7,115,0.8,,,,,,,,,,,
2022.2.8,115,,,,,,,,,,,,
2022.2.9,115,1.1,,,,,,,,,,,
2022.2.10,115,3.4,,,,,,,,,,,
2022.2.11,115,0.1,,,,,,,,,,,
2022.2.12,115,,,,,,,,,,,,
2022.2.13,115,0.9,,,,,,,,,,,
2022.2.14,115,13.9,,,,,,,,,,,
2022.2.15,115,0,,,,,,,,,,,
2022.2.16,115,1.3,,,,,,,,,,,
2022.2.17,115,6.2,,,,,,,,,,,
2022.2.18,115,0,,,,,,,,,,,
2022.2.19,115,,,,,,,,,,,,
2022.2.20,115,9.5,,,,,,,,,,,
2022.2.21,115,0.1,,,,,,,,,,,
2022.2.22,115,5.7,,,,,,,,,,,
2022.2.23,115,5.4,,,,,,,,,,,
2022.2.24,115,0.1,,,,,,,,,,,
2022.2.25,115,,,,,,,,,,,,
2022.2.26,115,,,,,,,,,,,,
2022.2.27,115,1.2,,,,,,,,,,,
2022.2.28,115,,,,,,,,,,,,
2022.3.1,115,1.6,,,,,,,,,,,
2022.3.2,115,0,,,,,,,,,,,
2022.3.3,115,,,,,,,,,,,,
2022.3.4,115,,,,,,,,,,,,
2022.3.5,115,0,,,,,,,,,,,
2022.3.6,115,0,,,,,,,,,,,
2022.3.7,115,,,,,,,,,,,,
2022.3.8,115,0.7,,,,,,,,,,,
2022.3.9,115,,,,,,,,,,,,
2022.3.10,115,,,,,,,,,,,,
2022.3.11,115,,,,,,,,,,,,
2022.3.12,115,,,,,,,,,,,,
2022.3.13,115,28.9,,,,,,,,,,,
2022.3.14,115,0,,,,,,,,,,,
2022.3.15,115,,,,,,,,,,,,
2022.3.16,115,,,,,,,,,,,,
2022.3.17,115,,,,,,,,,,,,
2022.3.18,115,2.4,,,,,,,,,,,
2022.3.19,115,0.9,,,,,,,,,,,
2022.3.20,115,2,,,,,,,,,,,
2022.3.21,115,0.2,,,,,,,,,,,
2022.3.22,115,2.2,,,,,,,,,,,
2022.3.23,115,0.7,,,,,,,,,,,
2022.3.24,115,,,,,,,,,,,,
2022.3.25,115,,,,,,,,,,,,
2022.3.26,115,10.5,,,,,,,,,,,
2022.3.27,115,,,,,,,,,,,,
2022.3.28,115,,,,,,,,,,,,
2022.3.29,115,,,,,,,,,,,,
2022.3.30,115,0,,,,,,,,,,,
2022.3.31,115,1,,,,,,,,,,,
2022.4.1,115,,,,,,,,,,,,
2022.4.2,115,,,,,,,,,,,,
2022.4.3,115,,,,,,,,,,,,
2022.4.4,115,,,,,,,,,,,,
2022.4.5,115,,,,,,,,,,,,
2022.4.6,115,,,,,,,,,,,,
2022.4.7,115,1.2,,,,,,,,,,,
2022.4.8,115,,,,,,,,,,,,
2022.4.9,115,,,,,,,,,,,,
2022.4.10,115,,,,,,,,,,,,
2022.4.11,115,,,,,,,,,,,,
2022.4.12,115,,,,,,,,,,,,
2022.4.13,115,3.9,,,,,,,,,,,
2022.4.14,115,0.2,,,,,,,,,,,
2022.4.15,115,,,,,,,,,,,,
2022.4.16,115,,,,,,,,,,,,
2022.4.17,115,,,,,,,,,,,,
2022.4.18,115,,,,,,,,,,,,
2022.4.19,115,,,,,,,,,,,,
2022.4.20,115,,,,,,,,,,,,
2022.4.21,115,,,,,,,,,,,,
2022.4.22,115,,,,,,,,,,,,
2022.4.23,115,,,,,,,,,,,,
2022.4.24,115,,,,,,,,,,,,
2022.4.25,115,,,,,,,,,,,,
2022.4.26,115,17.8,,,,,,,,,,,
2022.4.27,115,,,,,,,,,,,,
2022.4.28,115,,,,,,,,,,,,
2022.4.29,115,16.4,,,,,,,,,,,
2022.4.30,115,,,,,,,,,,,,
2022.5.1,115,2.4,,,,,,,,,,,
2022.5.2,115,0,,,,,,,,,,,
2022.5.3,115,,,,,,,,,,,,
2022.5.4,115,,,,,,,,,,,,
2022.5.5,115,,,,,,,,,,,,
2022.5.6,115,,,,,,,,,,,,
2022.5.7,115,,,,,,,,,,,,
2022.5.8,115,,,,,,,,,,,,
2022.5.9,115,,,,,,,,,,,,
2022.5.10,115,,,,,,,,,,,,
2022.5.11,115,,,,,,,,,,,,
2022.5.12,115,,,,,,,,,,,,
2022.5.13,115,0.9,,,,,,,,,,,
2022.5.14,115,0,,,,,,,,,,,
2022.5.15,115,,,,,,,,,,,,
2022.5.16,115,,,,,,,,,,,,
2022.5.17,115,,,,,,,,,,,,
2022.5.18,115,,,,,,,,,,,,
2022.5.19,115,,,,,,,,,,,,
2022.5.20,115,,,,,,,,,,,,
2022.5.21,115,,,,,,,,,,,,
2022.5.22,115,0,,,,,,,,,,,
2022.5.23,115,,,,,,,,,,,,
2022.5.24,115,,,,,,,,,,,,
2022.5.25,115,,,,,,,,,,,,
2022.5.26,115,1.7,,,,,,,,,,,
2022.5.27,115,,,,,,,,,,,,
2022.5.28,115,,,,,,,,,,,,
2022.5.29,115,,,,,,,,,,,,
2022.5.30,115,,,,,,,,,,,,
2022.5.31,115,,,,,,,,,,,,
2022.6.1,115,,,,,,,,,,,,
2022.6.2,115,,,,,,,,,,,,
2022.6.3,115,,,,,,,,,,,,
2022.6.4,115,,,,,,,,,,,,
2022.6.5,115,0.3,,,,,,,,,,,
2022.6.6,115,65.2,,,,,,,,,,,
2022.6.7,115,1.8,,,,,,,,,,,
2022.6.8,115,0,,,,,,,,,,,
2022.6.9,115,,,,,,,,,,,,
2022.6.10,115,,,,,,,,,,,,
2022.6.11,115,,,,,,,,,,,,
2022.6.12,115,,,,,,,,,,,,
2022.6.13,115,,,,,,,,,,,,
2022.6.14,115,15.4,,,,,,,,,,,
2022.6.15,115,26.9,,,,,,,,,,,
2022.6.16,115,,,,,,,,,,,,
2022.6.17,115,,,,,,,,,,,,
2022.6.18,115,,,,,,,,,,,,
2022.6.19,115,,,,,,,,,,,,
2022.6.20,115,,,,,,,,,,,,
2022.6.21,115,,,,,,,,,,,,
2022.6.22,115,,,,,,,,,,,,
2022.6.23,115,0,,,,,,,,,,,
2022.6.24,115,17.3,,,,,,,,,,,
2022.6.25,115,,,,,,,,,,,,
2022.6.26,115,,,,,,,,,,,,
2022.6.27,115,37.3,,,,,,,,,,,
2022.6.28,115,0.1,,,,,,,,,,,
2022.6.29,115,,,,,,,,,,,,
2022.6.30,115,,,,,,,,,,,,
2022.7.1,115,,,,,,,,,,,,
2022.7.2,115,,,,,,,,,,,,
2022.7.3,115,,,,,,,,,,,,
2022.7.4,115,,,,,,,,,,,,
2022.7.5,115,,,,,,,,,,,,
2022.7.6,115,,,,,,,,,,,,
2022.7.7,115,,,,,,,,,,,,
2022.7.8,115,2.9,,,,,,,,,,,
2022.7.9,115,,,,,,,,,,,,
2022.7.10,115,0,,,,,,,,,,,
2022.7.11,115,37,,,,,,,,,,,
2022.7.12,115,0,,,,,,,,,,,
2022.7.13,115,6.2,,,,,,,,,,,
2022.7.14,115,14.8,,,,,,,,,,,
2022.7.15,115,0.1,,,,,,,,,,,
2022.7.16,115,,,,,,,,,,,,
2022.7.17,115,,,,,,,,,,,,
2022.7.18,115,0,,,,,,,,,,,
2022.7.19,115,0,,,,,,,,,,,
2022.7.20,115,,,,,,,,,,,,
2022.7.21,115,54.7,,,,,,,,,,,
2022.7.22,115,26.2,,,,,,,,,,,
2022.7.23,115,0,,,,,,,,,,,
2022.7.24,115,10.9,,,,,,,,,,,
2022.7.25,115,,,,,,,,,,,,
2022.7.26,115,,,,,,,,,,,,
2022.7.27,115,,,,,,,,,,,,
2022.7.28,115,0,,,,,,,,,,,
2022.7.29,115,0,,,,,,,,,,,
2022.7.30,115,0,,,,,,,,,,,
2022.7.31,115,0,,,,,,,,,,,
2022.8.1,115,,,,,,,,,,,,
2022.8.2,115,0.5,,,,,,,,,,,
2022.8.3,115,,,,,,,,,,,,
2022.8.4,115,0,,,,,,,,,,,
2022.8.5,115,,,,,,,,,,,,
2022.8.6,115,,,,,,,,,,,,
2022.8.7,115,,,,,,,,,,,,
2022.8.8,115,0,,,,,,,,,,,
2022.8.9,115,0,,,,,,,,,,,
2022.8.10,115,9.7,,,,,,,,,,,
2022.8.11,115,50,,,,,,,,,,,
2022.8.12,115,,,,,,,,,,,,
2022.8.13,115,1.8,,,,,,,,,,,
2022.8.14,115,0,,,,,,,,,,,
2022.8.15,115,1.6,,,,,,,,,,,
2022.8.16,115,15.5,,,,,,,,,,,
2022.8.17,115,3.4,,,,,,,,,,,
2022.8.18,115,,,,,,,,,,,,
2022.8.19,115,6.3,,,,,,,,,,,
2022.8.20,115,0,,,,,,,,,,,
2022.8.21,115,,,,,,,,,,,,
2022.8.22,115,,,,,,,,,,,,
2022.8.23,115,,,,,,,,,,,,
2022.8.24,115,,,,,,,,,,,,
2022.8.25,115,0,,,,,,,,,,,
2022.8.26,115,0,,,,,,,,,,,
2022.8.27,115,,,,,,,,,,,,
2022.8.28,115,,,,,,,,,,,,
2022.8.29,115,0,,,,,,,,,,,
2022.8.30,115,38.3,,,,,,,,,,,
2022.8.31,115,40.8,,,,,,,,,,,
2022.9.1,115,,,,,,,,,,,,
2022.9.2,115,,,,,,,,,,,,
2022.9.3,115,,,,,,,,,,,,
2022.9.4,115,0,,,,,,,,,,,
2022.9.5,115,0.1,,,,,,,,,,,
2022.9.6,115,32.6,,,,,,,,,,,
2022.9.7,115,,,,,,,,,,,,
2022.9.8,115,,,,,,,,,,,,
2022.9.9,115,,,,,,,,,,,,
2022.9.10,115,,,,,,,,,,,,
2022.9.11,115,,,,,,,,,,,,
2022.9.12,115,0,,,,,,,,,,,
2022.9.13,115,,,,,,,,,,,,
2022.9.14,115,,,,,,,,,,,,
